"g#","initial_alias","initial_ensg","o#","ortholog_name","ortholog_ensg","description"
"1758","O88796","ENSMUSG00000024800","1758.1.1","RPP30","ENSG00000148688","ribonuclease P/MRP subunit p30 [Source:HGNC Symbol;Acc:HGNC:17688]"
"1759","P16675","ENSMUSG00000017760","1759.1.1","CTSA","ENSG00000064601","cathepsin A [Source:HGNC Symbol;Acc:HGNC:9251]"
"1760","P18406","ENSMUSG00000028195","1760.1.1","CCN1","ENSG00000142871","cellular communication network factor 1 [Source:HGNC Symbol;Acc:HGNC:2654]"
"1761","P26041","ENSMUSG00000031207","1761.1.1","MSN","ENSG00000147065","moesin [Source:HGNC Symbol;Acc:HGNC:7373]"
"1762","P35486","ENSMUSG00000031299","1762.1.1","PDHA1","ENSG00000131828","pyruvate dehydrogenase E1 subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:8806]"
"1763","P35762","ENSMUSG00000037706","1763.1.1","CD81","ENSG00000110651","CD81 molecule [Source:HGNC Symbol;Acc:HGNC:1701]"
"1764","P47753","N/A","1764.1.1","N/A","N/A","N/A"
"1765","P54775","ENSMUSG00000030603","1765.1.1","PSMC4","ENSG00000013275","proteasome 26S subunit, ATPase 4 [Source:HGNC Symbol;Acc:HGNC:9551]"
"1766","P62700","ENSMUSG00000039770","1766.1.1","YPEL5","ENSG00000119801","yippee like 5 [Source:HGNC Symbol;Acc:HGNC:18329]"
"1767","P63017","ENSMUSG00000015656","1767.1.1","N/A","N/A","N/A"
"1768","P97479","ENSMUSG00000030761","1768.1.1","MYO7A","ENSG00000137474","myosin VIIA [Source:HGNC Symbol;Acc:HGNC:7606]"
"1769","Q3TJD7","ENSMUSG00000021493","1769.1.1","PDLIM7","ENSG00000196923","PDZ and LIM domain 7 [Source:HGNC Symbol;Acc:HGNC:22958]"
"1770","Q60605","ENSMUSG00000090841","1770.1.1","MYL6","ENSG00000092841","myosin light chain 6 [Source:HGNC Symbol;Acc:HGNC:7587]"
"1771","Q60716-2","ENSMUSG00000018906","1771.1.1","P4HA2","ENSG00000072682","prolyl 4-hydroxylase subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:8547]"
"1772","Q62465","ENSMUSG00000034993","1772.1.1","VAT1","ENSG00000108828","vesicle amine transport 1 [Source:HGNC Symbol;Acc:HGNC:16919]"
"1773","Q6PCQ0","ENSMUSG00000036555","1773.1.1","N/A","N/A","N/A"
"1774","Q6ZQK0","N/A","1774.1.1","N/A","N/A","N/A"
"1775","Q8BHN3","ENSMUSG00000071650","1775.1.1","GANAB","ENSG00000089597","glucosidase II alpha subunit [Source:HGNC Symbol;Acc:HGNC:4138]"
"1776","Q8BJ90","ENSMUSG00000054716","1776.1.1","ZNF771","ENSG00000179965","zinc finger protein 771 [Source:HGNC Symbol;Acc:HGNC:29653]"
"1777","Q8K2T8","ENSMUSG00000003437","1777.1.1","PAF1","ENSG00000006712","PAF1 homolog, Paf1/RNA polymerase II complex component [Source:HGNC Symbol;Acc:HGNC:25459]"
"1778","Q8K4S1","ENSMUSG00000024998","1778.1.1","PLCE1","ENSG00000138193","phospholipase C epsilon 1 [Source:HGNC Symbol;Acc:HGNC:17175]"
"1779","Q8VDR9","ENSMUSG00000032198","1779.1.1","DOCK6","ENSG00000130158","dedicator of cytokinesis 6 [Source:HGNC Symbol;Acc:HGNC:19189]"
"1780","Q91WM1","ENSMUSG00000026915","1780.1.1","STRBP","ENSG00000165209","spermatid perinuclear RNA binding protein [Source:HGNC Symbol;Acc:HGNC:16462]"
"1781","Q99LU0","ENSMUSG00000109901","1781.1.1","CHMP1B","ENSG00000255112","charged multivesicular body protein 1B [Source:HGNC Symbol;Acc:HGNC:24287]"
"1782","Q9D0T1","ENSMUSG00000063480","1782.1.1","SNU13","ENSG00000100138","small nuclear ribonucleoprotein 13 [Source:HGNC Symbol;Acc:HGNC:7819]"
"1783","Q9D2N9","ENSMUSG00000029434","1783.1.1","VPS33A","ENSG00000139719","VPS33A core subunit of CORVET and HOPS complexes [Source:HGNC Symbol;Acc:HGNC:18179]"
"1783","Q9D2N9","ENSMUSG00000029434","1783.1.2","","ENSG00000256861","novel protein"
"1784","Q9QXE7","ENSMUSG00000025246","1784.1.1","TBL1Y","ENSG00000092377","transducin beta like 1 Y-linked [Source:HGNC Symbol;Acc:HGNC:18502]"
"1784","Q9QXE7","ENSMUSG00000025246","1784.1.2","TBL1X","ENSG00000101849","transducin beta like 1 X-linked [Source:HGNC Symbol;Acc:HGNC:11585]"
"1785","Q9WVE8","ENSMUSG00000016664","1785.1.1","PACSIN2","ENSG00000100266","protein kinase C and casein kinase substrate in neurons 2 [Source:HGNC Symbol;Acc:HGNC:8571]"
"1786","Q9Z148-2","ENSMUSG00000013787","1786.1.1","EHMT2","ENSG00000204371","euchromatic histone lysine methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:14129]"
"1787","Q9Z1T6","ENSMUSG00000025949","1787.1.1","PIKFYVE","ENSG00000115020","phosphoinositide kinase, FYVE-type zinc finger containing [Source:HGNC Symbol;Acc:HGNC:23785]"
"1788","P22437","ENSMUSG00000047250","1788.1.1","PTGS1","ENSG00000095303","prostaglandin-endoperoxide synthase 1 [Source:HGNC Symbol;Acc:HGNC:9604]"
"1789","P69566","ENSMUSG00000038546","1789.1.1","RANBP9","ENSG00000010017","RAN binding protein 9 [Source:HGNC Symbol;Acc:HGNC:13727]"
"1790","P80317","N/A","1790.1.1","N/A","N/A","N/A"
"1791","Q4VAC9","ENSMUSG00000052609","1791.1.1","PLEKHG3","ENSG00000126822","pleckstrin homology and RhoGEF domain containing G3 [Source:HGNC Symbol;Acc:HGNC:20364]"
"1792","Q6PHZ2","ENSMUSG00000053819","1792.1.1","N/A","N/A","N/A"
"1793","Q9CWU9","ENSMUSG00000035351","1793.1.1","NUP37","ENSG00000075188","nucleoporin 37 [Source:HGNC Symbol;Acc:HGNC:29929]"
"1794","Q9DBG3","ENSMUSG00000035152","1794.1.1","AP2B1","ENSG00000006125","adaptor related protein complex 2 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:563]"
"1795","Q9WV54","ENSMUSG00000031591","1795.1.1","ASAH1","ENSG00000104763","N-acylsphingosine amidohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:735]"
"1796","A2ALU4","ENSMUSG00000045180","1796.1.1","SHROOM2","ENSG00000146950","shroom family member 2 [Source:HGNC Symbol;Acc:HGNC:630]"
"1797","P20152","ENSMUSG00000026728","1797.1.1","VIM","ENSG00000026025","vimentin [Source:HGNC Symbol;Acc:HGNC:12692]"
"1798","P25322","ENSMUSG00000070348","1798.1.1","CCND1","ENSG00000110092","cyclin D1 [Source:HGNC Symbol;Acc:HGNC:1582]"
"1799","P28653","ENSMUSG00000031375","1799.1.1","BGN","ENSG00000182492","biglycan [Source:HGNC Symbol;Acc:HGNC:1044]"
"1800","Q61207","ENSMUSG00000004207","1800.1.1","PSAP","ENSG00000197746","prosaposin [Source:HGNC Symbol;Acc:HGNC:9498]"
"1801","Q69ZS0","ENSMUSG00000035357","1801.1.1","PDZRN3","ENSG00000121440","PDZ domain containing ring finger 3 [Source:HGNC Symbol;Acc:HGNC:17704]"
"1802","Q8BK35","ENSMUSG00000041560","1802.1.1","NOP53","ENSG00000105373","NOP53 ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:4333]"
"1803","Q91WN1","ENSMUSG00000021811","1803.1.1","DNAJC9","ENSG00000213551","DnaJ heat shock protein family (Hsp40) member C9 [Source:HGNC Symbol;Acc:HGNC:19123]"
"1804","Q91WP6","N/A","1804.1.1","N/A","N/A","N/A"
"1805","Q91ZX7","N/A","1805.1.1","N/A","N/A","N/A"
"1806","Q921D4","ENSMUSG00000002679","1806.1.1","MED6","ENSG00000133997","mediator complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:19970]"
"1807","Q99020","ENSMUSG00000020358","1807.1.1","HNRNPAB","ENSG00000197451","heterogeneous nuclear ribonucleoprotein A/B [Source:HGNC Symbol;Acc:HGNC:5034]"
"1808","Q9DAX9","ENSMUSG00000018481","1808.1.1","APPBP2","ENSG00000062725","amyloid beta precursor protein binding protein 2 [Source:HGNC Symbol;Acc:HGNC:622]"
"1809","Q9QZE5","ENSMUSG00000030058","1809.1.1","COPG1","ENSG00000181789","COPI coat complex subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:2236]"
"1810","O35405","ENSMUSG00000003363","1810.1.1","PLD3","ENSG00000105223","phospholipase D family member 3 [Source:HGNC Symbol;Acc:HGNC:17158]"
"1811","O55098","ENSMUSG00000020272","1811.1.1","STK10","ENSG00000072786","serine/threonine kinase 10 [Source:HGNC Symbol;Acc:HGNC:11388]"
"1812","O55135","ENSMUSG00000027613","1812.1.1","EIF6","ENSG00000242372","eukaryotic translation initiation factor 6 [Source:HGNC Symbol;Acc:HGNC:6159]"
"1813","P63166","ENSMUSG00000026021","1813.1.1","N/A","N/A","N/A"
"1814","Q62318","ENSMUSG00000005566","1814.1.1","TRIM28","ENSG00000130726","tripartite motif containing 28 [Source:HGNC Symbol;Acc:HGNC:16384]"
"1815","Q7TQK5","ENSMUSG00000026339","1815.1.1","CCDC93","ENSG00000125633","coiled-coil domain containing 93 [Source:HGNC Symbol;Acc:HGNC:25611]"
"1816","Q80X90","ENSMUSG00000025278","1816.1.1","FLNB","ENSG00000136068","filamin B [Source:HGNC Symbol;Acc:HGNC:3755]"
"1817","Q9D0B6","ENSMUSG00000031226","1817.1.1","PBDC1","ENSG00000102390","polysaccharide biosynthesis domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28790]"
"1818","Q9Z0Y1","ENSMUSG00000028447","1818.1.1","DCTN3","ENSG00000137100","dynactin subunit 3 [Source:HGNC Symbol;Acc:HGNC:2713]"
"1819","A2AI05","ENSMUSG00000006471","1819.1.1","NDOR1","ENSG00000188566","NADPH dependent diflavin oxidoreductase 1 [Source:HGNC Symbol;Acc:HGNC:29838]"
"1820","A2AVA0","ENSMUSG00000028369","1820.1.1","SVEP1","ENSG00000165124","sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:15985]"
"1821","P97873","N/A","1821.1.1","N/A","N/A","N/A"
"1822","Q06890","ENSMUSG00000022037","1822.1.1","CLU","ENSG00000120885","clusterin [Source:HGNC Symbol;Acc:HGNC:2095]"
"1823","Q3TUF7","ENSMUSG00000041215","1823.1.1","YEATS2","ENSG00000163872","YEATS domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25489]"
"1824","Q70FJ1","N/A","1824.1.1","N/A","N/A","N/A"
"1825","Q8C052","ENSMUSG00000019261","1825.1.1","MAP1S","ENSG00000130479","microtubule associated protein 1S [Source:HGNC Symbol;Acc:HGNC:15715]"
"1826","Q8CAY6","ENSMUSG00000023832","1826.1.1","ACAT2","ENSG00000120437","acetyl-CoA acetyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:94]"
"1827","Q91ZU6-3","N/A","1827.1.1","N/A","N/A","N/A"
"1828","Q923D2","ENSMUSG00000040466","1828.1.1","BLVRB","ENSG00000090013","biliverdin reductase B [Source:HGNC Symbol;Acc:HGNC:1063]"
"1829","Q9D7G0","ENSMUSG00000031432","1829.1.1","PRPS1","ENSG00000147224","phosphoribosyl pyrophosphate synthetase 1 [Source:HGNC Symbol;Acc:HGNC:9462]"
"1830","Q9DBC7","ENSMUSG00000020612","1830.1.1","PRKAR1A","ENSG00000108946","protein kinase cAMP-dependent type I regulatory subunit alpha [Source:HGNC Symbol;Acc:HGNC:9388]"
"1831","Q9DC48","ENSMUSG00000038446","1831.1.1","CDC40","ENSG00000168438","cell division cycle 40 [Source:HGNC Symbol;Acc:HGNC:17350]"
"1832","P45591","ENSMUSG00000062929","1832.1.1","CFL2","ENSG00000165410","cofilin 2 [Source:HGNC Symbol;Acc:HGNC:1875]"
"1833","P59016","ENSMUSG00000030534","1833.1.1","VPS33B","ENSG00000184056","VPS33B late endosome and lysosome associated [Source:HGNC Symbol;Acc:HGNC:12712]"
"1833","P59016","ENSMUSG00000030534","1833.1.2","","ENSG00000284946","novel protein"
"1834","Q3THG9","ENSMUSG00000075528","1834.1.1","PTGES3L-AARSD1","ENSG00000108825","PTGES3L-AARSD1 readthrough [Source:HGNC Symbol;Acc:HGNC:43946]"
"1834","Q3THG9","ENSMUSG00000075528","1834.1.2","AARSD1","ENSG00000266967","alanyl-tRNA synthetase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28417]"
"1835","Q62383","ENSMUSG00000002052","1835.1.1","SUPT6H","ENSG00000109111","SPT6 homolog, histone chaperone and transcription elongation factor [Source:HGNC Symbol;Acc:HGNC:11470]"
"1836","Q7TNV0","ENSMUSG00000021377","1836.1.1","DEK","ENSG00000124795","DEK proto-oncogene [Source:HGNC Symbol;Acc:HGNC:2768]"
"1837","Q9CZU3","ENSMUSG00000016018","1837.1.1","MTREX","ENSG00000039123","Mtr4 exosome RNA helicase [Source:HGNC Symbol;Acc:HGNC:18734]"
"1838","E9Q634","ENSMUSG00000032220","1838.1.1","MYO1E","ENSG00000157483","myosin IE [Source:HGNC Symbol;Acc:HGNC:7599]"
"1839","P05017","ENSMUSG00000020053","1839.1.1","IGF1","ENSG00000017427","insulin like growth factor 1 [Source:HGNC Symbol;Acc:HGNC:5464]"
"1840","Q8K1X1","N/A","1840.1.1","N/A","N/A","N/A"
"1841","Q9CPR1","ENSMUSG00000031568","1841.1.1","RWDD4","ENSG00000182552","RWD domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23750]"
"1842","Q9DBT3","ENSMUSG00000002608","1842.1.1","CCDC97","ENSG00000142039","coiled-coil domain containing 97 [Source:HGNC Symbol;Acc:HGNC:28289]"
"1843","Q9ESZ8","ENSMUSG00000060261","1843.1.1","GTF2I","ENSG00000263001","general transcription factor IIi [Source:HGNC Symbol;Acc:HGNC:4659]"
"1844","Q9WVB4","ENSMUSG00000056427","1844.1.1","SLIT3","ENSG00000184347","slit guidance ligand 3 [Source:HGNC Symbol;Acc:HGNC:11087]"
"1845","P02468","N/A","1845.1.1","N/A","N/A","N/A"
"1846","Q91Z69","ENSMUSG00000020121","1846.1.1","SRGAP1","ENSG00000196935","SLIT-ROBO Rho GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:17382]"
"1847","Q9DBL9","ENSMUSG00000032540","1847.1.1","ABHD5","ENSG00000011198","abhydrolase domain containing 5, lysophosphatidic acid acyltransferase [Source:HGNC Symbol;Acc:HGNC:21396]"
"1848","B2RWS6","ENSMUSG00000055024","1848.1.1","EP300","ENSG00000100393","E1A binding protein p300 [Source:HGNC Symbol;Acc:HGNC:3373]"
"1849","P06909","ENSMUSG00000026365","1849.1.1","N/A","N/A","N/A"
"1850","P42208","ENSMUSG00000026276","1850.1.1","SEPTIN2","ENSG00000168385","septin 2 [Source:HGNC Symbol;Acc:HGNC:7729]"
"1850","P42208","ENSMUSG00000116048","1850.2.1","SEPTIN2","ENSG00000168385","septin 2 [Source:HGNC Symbol;Acc:HGNC:7729]"
"1851","P48678","ENSMUSG00000028063","1851.1.1","LMNA","ENSG00000160789","lamin A/C [Source:HGNC Symbol;Acc:HGNC:6636]"
"1852","P62900","ENSMUSG00000073702","1852.1.1","N/A","N/A","N/A"
"1853","Q61508","ENSMUSG00000028108","1853.1.1","ECM1","ENSG00000143369","extracellular matrix protein 1 [Source:HGNC Symbol;Acc:HGNC:3153]"
"1854","Q80Y56","ENSMUSG00000014550","1854.1.1","RBSN","ENSG00000131381","rabenosyn, RAB effector [Source:HGNC Symbol;Acc:HGNC:20759]"
"1855","Q8BTW9","ENSMUSG00000030602","1855.1.1","PAK4","ENSG00000130669","p21 (RAC1) activated kinase 4 [Source:HGNC Symbol;Acc:HGNC:16059]"
"1856","Q8BZ32","N/A","1856.1.1","N/A","N/A","N/A"
"1857","Q8C4U3","ENSMUSG00000031548","1857.1.1","SFRP1","ENSG00000104332","secreted frizzled related protein 1 [Source:HGNC Symbol;Acc:HGNC:10776]"
"1858","Q8K4L3-3","ENSMUSG00000024236","1858.1.1","SVIL","ENSG00000197321","supervillin [Source:HGNC Symbol;Acc:HGNC:11480]"
"1859","Q91WF7","ENSMUSG00000038417","1859.1.1","FIG4","ENSG00000112367","FIG4 phosphoinositide 5-phosphatase [Source:HGNC Symbol;Acc:HGNC:16873]"
"1860","Q91WK2","ENSMUSG00000022312","1860.1.1","EIF3H","ENSG00000147677","eukaryotic translation initiation factor 3 subunit H [Source:HGNC Symbol;Acc:HGNC:3273]"
"1861","Q9CQS2","ENSMUSG00000027133","1861.1.1","NOP10","ENSG00000182117","NOP10 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:14378]"
"1862","Q9QXL8","N/A","1862.1.1","N/A","N/A","N/A"
"1863","Q9WUM4","ENSMUSG00000004530","1863.1.1","CORO1C","ENSG00000110880","coronin 1C [Source:HGNC Symbol;Acc:HGNC:2254]"
"1864","Q9Z131","ENSMUSG00000021892","1864.1.1","SH3BP5","ENSG00000131370","SH3 domain binding protein 5 [Source:HGNC Symbol;Acc:HGNC:10827]"
"1865","P15379","N/A","1865.1.1","N/A","N/A","N/A"
"1866","P40142","ENSMUSG00000021957","1866.1.1","TKT","ENSG00000163931","transketolase [Source:HGNC Symbol;Acc:HGNC:11834]"
"1867","P97813","ENSMUSG00000020828","1867.1.1","PLD2","ENSG00000129219","phospholipase D2 [Source:HGNC Symbol;Acc:HGNC:9068]"
"1868","Q5KU39","ENSMUSG00000041236","1868.1.1","VPS41","ENSG00000006715","VPS41 subunit of HOPS complex [Source:HGNC Symbol;Acc:HGNC:12713]"
"1869","Q7TPD0","ENSMUSG00000027933","1869.1.1","INTS3","ENSG00000143624","integrator complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:26153]"
"1870","Q7TQK4","ENSMUSG00000028322","1870.1.1","EXOSC3","ENSG00000107371","exosome component 3 [Source:HGNC Symbol;Acc:HGNC:17944]"
"1871","Q8BU14","ENSMUSG00000027706","1871.1.1","SEC62","ENSG00000008952","SEC62 homolog, preprotein translocation factor [Source:HGNC Symbol;Acc:HGNC:11846]"
"1872","Q8K2J0","ENSMUSG00000020937","1872.1.1","PLCD3","ENSG00000161714","phospholipase C delta 3 [Source:HGNC Symbol;Acc:HGNC:9061]"
"1873","Q99JI6","ENSMUSG00000052681","1873.1.1","RAP1B","ENSG00000127314","RAP1B, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9857]"
"1874","Q9DBR3","ENSMUSG00000032468","1874.1.1","ARMC8","ENSG00000114098","armadillo repeat containing 8 [Source:HGNC Symbol;Acc:HGNC:24999]"
"1875","Q9R0P3","ENSMUSG00000021996","1875.1.1","ESD","ENSG00000139684","esterase D [Source:HGNC Symbol;Acc:HGNC:3465]"
"1876","O88322","ENSMUSG00000021806","1876.1.1","NID2","ENSG00000087303","nidogen 2 [Source:HGNC Symbol;Acc:HGNC:13389]"
"1877","P14211","ENSMUSG00000003814","1877.1.1","CALR","ENSG00000179218","calreticulin [Source:HGNC Symbol;Acc:HGNC:1455]"
"1878","Q3U1G5","N/A","1878.1.1","N/A","N/A","N/A"
"1879","Q62181","ENSMUSG00000028780","1879.1.1","SEMA3C","ENSG00000075223","semaphorin 3C [Source:HGNC Symbol;Acc:HGNC:10725]"
"1880","Q9DAA6","ENSMUSG00000034321","1880.1.1","EXOSC1","ENSG00000171311","exosome component 1 [Source:HGNC Symbol;Acc:HGNC:17286]"
"1881","Q9DB05","ENSMUSG00000006024","1881.1.1","NAPA","ENSG00000105402","NSF attachment protein alpha [Source:HGNC Symbol;Acc:HGNC:7641]"
"1882","Q9DB40","ENSMUSG00000026799","1882.1.1","MED27","ENSG00000160563","mediator complex subunit 27 [Source:HGNC Symbol;Acc:HGNC:2377]"
"1883","Q9WVA4","ENSMUSG00000026547","1883.1.1","TAGLN2","ENSG00000158710","transgelin 2 [Source:HGNC Symbol;Acc:HGNC:11554]"
"1884","P10518","ENSMUSG00000028393","1884.1.1","ALAD","ENSG00000148218","aminolevulinate dehydratase [Source:HGNC Symbol;Acc:HGNC:395]"
"1885","Q8K4P0","ENSMUSG00000024400","1885.1.1","WDR33","ENSG00000136709","WD repeat domain 33 [Source:HGNC Symbol;Acc:HGNC:25651]"
"1886","P01887","ENSMUSG00000060802","1886.1.1","B2M","ENSG00000166710","beta-2-microglobulin [Source:HGNC Symbol;Acc:HGNC:914]"
"1887","P02469","ENSMUSG00000002900","1887.1.1","LAMB1","ENSG00000091136","laminin subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:6486]"
"1888","P98078","N/A","1888.1.1","N/A","N/A","N/A"
"1889","Q07832","ENSMUSG00000030867","1889.1.1","PLK1","ENSG00000166851","polo like kinase 1 [Source:HGNC Symbol;Acc:HGNC:9077]"
"1890","Q8CFX1","ENSMUSG00000028980","1890.1.1","H6PD","ENSG00000049239","hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4795]"
"1891","Q8R4H2","ENSMUSG00000059495","1891.1.1","ARHGEF12","ENSG00000196914","Rho guanine nucleotide exchange factor 12 [Source:HGNC Symbol;Acc:HGNC:14193]"
"1892","Q99KK1","ENSMUSG00000019873","1892.1.1","REEP3","ENSG00000165476","receptor accessory protein 3 [Source:HGNC Symbol;Acc:HGNC:23711]"
"1893","Q9JHJ3","ENSMUSG00000001418","1893.1.1","GLMP","ENSG00000198715","glycosylated lysosomal membrane protein [Source:HGNC Symbol;Acc:HGNC:29436]"
"1894","A2BE28","ENSMUSG00000057421","1894.1.1","LAS1L","ENSG00000001497","LAS1 like ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:25726]"
"1895","P14152","ENSMUSG00000020321","1895.1.1","MDH1","ENSG00000014641","malate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:6970]"
"1896","Q5SUQ9-2","ENSMUSG00000020898","1896.1.1","CTC1","ENSG00000178971","CST telomere replication complex component 1 [Source:HGNC Symbol;Acc:HGNC:26169]"
"1897","Q60648","ENSMUSG00000000594","1897.1.1","GM2A","ENSG00000196743","GM2 ganglioside activator [Source:HGNC Symbol;Acc:HGNC:4367]"
"1898","Q6P6L0","ENSMUSG00000043336","1898.1.1","FILIP1L","ENSG00000168386","filamin A interacting protein 1 like [Source:HGNC Symbol;Acc:HGNC:24589]"
"1899","Q9CQG2","ENSMUSG00000010554","1899.1.1","METTL16","ENSG00000127804","methyltransferase 16, N6-methyladenosine [Source:HGNC Symbol;Acc:HGNC:28484]"
"1900","Q9CU65","ENSMUSG00000021945","1900.1.1","ZMYM2","ENSG00000121741","zinc finger MYM-type containing 2 [Source:HGNC Symbol;Acc:HGNC:12989]"
"1901","F8VQB6","ENSMUSG00000022272","1901.1.1","MYO10","ENSG00000145555","myosin X [Source:HGNC Symbol;Acc:HGNC:7593]"
"1902","O35638","ENSMUSG00000025862","1902.1.1","STAG2","ENSG00000101972","stromal antigen 2 [Source:HGNC Symbol;Acc:HGNC:11355]"
"1903","P27641","ENSMUSG00000026187","1903.1.1","XRCC5","ENSG00000079246","X-ray repair cross complementing 5 [Source:HGNC Symbol;Acc:HGNC:12833]"
"1904","P39447","ENSMUSG00000030516","1904.1.1","TJP1","ENSG00000104067","tight junction protein 1 [Source:HGNC Symbol;Acc:HGNC:11827]"
"1905","P62264","ENSMUSG00000024608","1905.1.1","RPS14","ENSG00000164587","ribosomal protein S14 [Source:HGNC Symbol;Acc:HGNC:10387]"
"1906","Q01279","ENSMUSG00000020122","1906.1.1","EGFR","ENSG00000146648","epidermal growth factor receptor [Source:HGNC Symbol;Acc:HGNC:3236]"
"1907","Q08376","ENSMUSG00000049672","1907.1.1","ZBTB14","ENSG00000198081","zinc finger and BTB domain containing 14 [Source:HGNC Symbol;Acc:HGNC:12860]"
"1908","Q5SSH7","ENSMUSG00000055670","1908.1.1","ZZEF1","ENSG00000074755","zinc finger ZZ-type and EF-hand domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29027]"
"1909","Q6Y685","ENSMUSG00000065954","1909.1.1","TACC1","ENSG00000147526","transforming acidic coiled-coil containing protein 1 [Source:HGNC Symbol;Acc:HGNC:11522]"
"1910","Q8VDK1","ENSMUSG00000013997","1910.1.1","NIT1","ENSG00000158793","nitrilase 1 [Source:HGNC Symbol;Acc:HGNC:7828]"
"1911","Q9WVH6","ENSMUSG00000027460","1911.1.1","ANGPT4","ENSG00000101280","angiopoietin 4 [Source:HGNC Symbol;Acc:HGNC:487]"
"1912","Q61792","ENSMUSG00000038366","1912.1.1","LASP1","ENSG00000002834","LIM and SH3 protein 1 [Source:HGNC Symbol;Acc:HGNC:6513]"
"1913","Q9WTQ5","ENSMUSG00000038587","1913.1.1","AKAP12","ENSG00000131016","A-kinase anchoring protein 12 [Source:HGNC Symbol;Acc:HGNC:370]"
"1914","O08550","ENSMUSG00000006307","1914.1.1","KMT2B","ENSG00000272333","lysine methyltransferase 2B [Source:HGNC Symbol;Acc:HGNC:15840]"
"1915","O35459","ENSMUSG00000053898","1915.1.1","ECH1","ENSG00000104823","enoyl-CoA hydratase 1 [Source:HGNC Symbol;Acc:HGNC:3149]"
"1916","P26187","ENSMUSG00000054612","1916.1.1","MGMT","ENSG00000170430","O-6-methylguanine-DNA methyltransferase [Source:HGNC Symbol;Acc:HGNC:7059]"
"1917","P61982","ENSMUSG00000051391","1917.1.1","YWHAG","ENSG00000170027","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma [Source:HGNC Symbol;Acc:HGNC:12852]"
"1918","P97857","ENSMUSG00000022893","1918.1.1","ADAMTS1","ENSG00000154734","ADAM metallopeptidase with thrombospondin type 1 motif 1 [Source:HGNC Symbol;Acc:HGNC:217]"
"1919","Q571H0","N/A","1919.1.1","N/A","N/A","N/A"
"1920","Q6A026","N/A","1920.1.1","N/A","N/A","N/A"
"1921","Q8BVE3","ENSMUSG00000033793","1921.1.1","ATP6V1H","ENSG00000047249","ATPase H+ transporting V1 subunit H [Source:HGNC Symbol;Acc:HGNC:18303]"
"1922","Q8R5J9","ENSMUSG00000035199","1922.1.1","ARL6IP5","ENSG00000144746","ADP ribosylation factor like GTPase 6 interacting protein 5 [Source:HGNC Symbol;Acc:HGNC:16937]"
"1923","Q91YJ2","ENSMUSG00000022808","1923.1.1","SNX4","ENSG00000114520","sorting nexin 4 [Source:HGNC Symbol;Acc:HGNC:11175]"
"1924","Q9ESC8","ENSMUSG00000049470","1924.1.1","AFF4","ENSG00000072364","AF4/FMR2 family member 4 [Source:HGNC Symbol;Acc:HGNC:17869]"
"1925","Q9JM99-5","N/A","1925.1.1","N/A","N/A","N/A"
"1926","Q9WUD1","ENSMUSG00000039615","1926.1.1","STUB1","ENSG00000103266","STIP1 homology and U-box containing protein 1 [Source:HGNC Symbol;Acc:HGNC:11427]"
"1927","Q8BX02","ENSMUSG00000032194","1927.1.1","KANK2","ENSG00000197256","KN motif and ankyrin repeat domains 2 [Source:HGNC Symbol;Acc:HGNC:29300]"
"1928","Q61001","ENSMUSG00000015647","1928.1.1","LAMA5","ENSG00000130702","laminin subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:6485]"
"1929","Q8CAS9","ENSMUSG00000022906","1929.1.1","PARP9","ENSG00000138496","poly(ADP-ribose) polymerase family member 9 [Source:HGNC Symbol;Acc:HGNC:24118]"
"1930","Q8K1M6-3","ENSMUSG00000022789","1930.1.1","DNM1L","ENSG00000087470","dynamin 1 like [Source:HGNC Symbol;Acc:HGNC:2973]"
"1931","Q8R2T8","ENSMUSG00000026816","1931.1.1","GTF3C5","ENSG00000148308","general transcription factor IIIC subunit 5 [Source:HGNC Symbol;Acc:HGNC:4668]"
